Platform,Game Summary,Publisher,3D,Title,Series,Series Order,Rating,Genre,Subgenre,IGN Score,Release Date,Developers,Players,Country of Purchase,Input Devices,Media Type,Special Edition,Discs,Packaging,Preordered,Quantity,Estimated Value,Purchase Price,Purchase Date,Condition,Notes,Barcode,Item ID,Date Added, Collection/Wishlist
DS,Used,Telegames,No,Solitaire Overload,,,E,Card,,7.8,10/24/2007,Cosmigo,2,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$8.99 ,1/2/2020,Used,"Complete in Case
eBay",8.35E+11,1369367,1/21/2020 0:05,Collection
DS,,Telegames,No,Solitaire Overload Plus,,,E,,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$11.97 ,3/2/2020,Used,"Complete in Case
Lukie Games",8.35E+11,1235260,3/22/2020 15:42,Collection
Wii U,"•Outrun Bay Track & Challenges
•Metal Sonic & Mods
•In Game Stickers

20+ characters and 25+ dynamically changing tracks!

Unleash your All-Star Move, weapons and power-ups!

World Tour, Grand Prix, Battle Arenas and 10 person multiplayer!

THIS IS RACING... TRANSFORMED!

Exclusive features only on Wii U:
•Super Monkey Ball & Shinobi multiplayer modes.
•The touch screen on the Wii U GamePad acts as a map, weapon cam & rear mirror.
•Race as your Mii character in their own transforming vehicle.

Race as Danica Patrick and Wreck-it-Ralph!",Sega,No,Sonic & All Stars Racing Transformed,,,E10+,Racing,,8.8,11/16/2012,Sumo Digital,2-Jan,United States,Controller Game Pad,Blu-Ray Disc,,1,Snap Case,No,1,,$6.66 ,1/6/2019,Complete In Case,GameStop - Blanco,10086671018,1528402,1/6/2019 21:16,Collection
DS,"Sonic & Sega All-Stars Racing is a racing game in the Sega Superstars series produced for Wii, Xbox 360, PlayStation 3, Nintendo DS and Microsoft Windows, featuring characters from many Sega franchises. It is published by Sega and developed by Sumo Digital. It was announced on May 28, 2009 and was released in North America on February 23, 2010 and in Europe on February 26, 2010, with the PC version available both from retail and via Steam. A mobile version has been developed by Gameloft. An arcade version of the game is currently being tested in some arcades as of January 2011, was publicly shown at the EAG Expo in London on January 25, 2011, as well as the ETI Asia China Expo in August 2011, and will be released for sale in March 2011, according to the manufacturer. The game was announced for iOS and released on June 18, 2011. Along with Sega Superstars Tennis, the game was supposed to be ported to the Mac OS X in the Summer of 2012 by Feral Interactive. A sequel, Sonic & All-Stars Racing Transformed, was released in 2012.",Sega,No,Sonic & Sega All-Stars Racing,,,E,Racing,,8,2/23/2010,Sumo Digital,4-Jan,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$10.66 ,$10.66 ,12/29/2018,Complete In Case,GameStop - Westwood Vista,10086670332,1112278,1/3/2019 21:18,Collection
3DS,"•Outrun Bay Track & Challenges
•Metal Sonic & Mods
•In Game Stickers

20+ characters and 25+ dynamically changing tracks!

Unleash your All-Star Move, weapons and power-ups!

World Tour, Grand Prix, Battle Arenas and 10 person multiplayer!

THIS IS RACING... TRANSFORMED!

Exclusive features only on Wii U:
•Super Monkey Ball & Shinobi multiplayer modes.
•The touch screen on the Wii U GamePad acts as a map, weapon cam & rear mirror.
•Race as your Mii character in their own transforming vehicle.

Race as Danica Patrick and Wreck-it-Ralph!",Sega,No,Sonic All Stars Racing Transformed,,,E,Racing,,7,11/18/2012,Nintendo,4,United States,Handheld Console,Cartridge,Yes,,Snap Case,No,1,$9.45 ,$9.45 ,12/24/2018,Complete In Case,GameStop - Mercari,10086611083,1274923,1/26/2020 18:44,Collection
Wii,"When the black knight begins terrorizing king arthurs Camelot, Sonic and friends suit up in armor to save the enchanted kingdom. Armed with a legendary sword, Sonic discovers what it means to be a true knight.",Sega,No,Sonic And The Black Knight,,,E10+,"Action, Adventure, Fantasy, Fighting, Strategy",,3,3/9/2003,Sonic Team,4,Sweden,Motion Sensing Remote,DVD,No,1,Snap Case,No,1,$16.19 ,$16.19 ,7/29/2013,,,10086650211,1045068,1/3/2019 15:06,Collection
3DS,,Sega,Yes,Sonic Boom: Fire & Ice Launch Edition,,,E,Action,,,9/27/2016,Sanzaru Games Inc.,2,United States,Handheld Console,Cartridge,Yes,1,Box Set,No,1,,$34.63 ,9/27/2016,Sealed In Box,Best Buy,10086611182,1579787,1/3/2019 23:17,Collection
Wii U,,Sega,No,Sonic Boom: Rise Of Lyric,,,E10+,"Action, Adventure, Platform",,4.3,11/11/2014,Big Red Button,3,United States,Controller Game Pad,Blu-Ray Disc,,1,Colored Snap Case,No,1,,$0.00 ,12/28/2019,Complete In Case - Artwork Water Damaged Case Damaged,GameStop - Nacogdoches,10086671100,1368953,3/2/2020 12:47,Collection
3DS,,Sega,No,Sonic Boom: Shattered Crystal,,,E,Action,,4,11/11/2014,Sega,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$13.49 ,12/29/2019,Complete In Case - Artwork Damaged,GameStop - Bandera Place,10086611144,1368955,1/26/2020 20:23,Collection
DS,"Sonic and his friends have banded together with leading RPG developer BioWare (Mass Effect, Star Wars: Knights of the Old Republic) to create a stylish blend of strategy and speed for Sonic’s first RPG, Sonic Chronicles: The Dark Brotherhood.
Exclusively for the Nintendo DS, Sonic Chronicles mixes a rich story, hand-painted visuals, fast-paced team combat, and wireless collectible trading into a uniquely compelling adventure. Players will customize their party and characters, choosing from Sonic, Tails, Amy Rose, Knuckles,Shadow, Rouge, and more, and prepare to defeat a menacing new enemy. Rhythmically tapping anddragging with the stylus in Sonic-style battles, players can level up and use Rings to buy new specialattacks as they progress through 20 different and beautifully hand-drawn areas including new andclassic Sonic locales. With an engaging storyline, lightning fast attacks, high production values, and impeccable visuals, Sonic Chronicles allows gamers to experience Sonic in a whole new way.",Sega,No,Sonic Chronicles: The Dark Brotherhood,,,E,Role Playing Game,,6.5,10/1/2008,BioWare,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,,$0.00 ,8/11/2011,Sealed In Case,???,10086670202,1571880,1/3/2019 18:43,Collection
DS,"Includes:
Sonic the Hedgehog
Sonic the Hedgehog 2
Sonic the Hedgehog 3
Sonic & Knuckles
Sonic the Hedgehog 2 play with Knuckles
Sonic the hedgehog 3 play with Knuckles",Sega,No,Sonic Classic Collection,,,E,Adventure,,7,12/31/2000,Sega,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$19.23 ,$19.23 ,8/11/2011,Sealed In Case,???,10086670356,953091,1/3/2019 21:18,Collection
DS,Rated E for Everyone 6 and up,Sega,,Sonic Colors,,,E,"Action, Platform",,8.5,11/6/2010,Team Sonic,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$15.80 ,$15.80 ,8/11/2011,Sealed In Case,???,10086670370,1044179,1/3/2019 19:47,Collection
3DS,The year 2011 marked 20 years since the original Sonic the Hedgehog debuted on the Sega Genesis. Sonic Generations plays off that anniversary aspect by remastering some of the most iconic levels from Sonic’s entire franchise history in 3D.,Sega,Yes,Sonic Generations,,,E,Platform,,7,11/10/1996,Dimps,2,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$18.00 ,$18.00 ,,Sealed In Case,???,10086611045,1159769,1/3/2019 23:07,Collection
Gamecube,"Sonic teams up with Knuckles, Tails and nine other characters from Sega’s classic Sonic universe in a new take on platforming action in Sonic Heroes for PlayStation 2, GameCube, and Xbox. Utilize the abilities of three different characters in order to complete levels by switching on the fly. Four teams of three characters: Team Sonic, Team Dark, Team Chaotix, and Team Rose race through specially designed levels that require logical character switching. Level designs promote replay value by adding multiple paths and missions. New Sonic story is told through cinematic pre-rendered movies between levels.",Sega,No,Sonic Heroes,,,E,"Action, Adventure, Platform",,8,1/6/2004,Sonic Team,1,United States,Controller Game Pad,Game Cube Disc,No,1,Snap Case,No,1,$7.19 ,$7.19 ,8/16/2012,,,10086610253,947562,1/3/2019 15:06,Collection
3DS,,Sega,No,Sonic Lost World,,,,"Action, Adventure, Platform",,9.1,9/26/2013,Sega,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$12.55 ,2/2/2020,Complete In Case,eBay,10086611113,1293459,2/9/2020 13:43,Collection
Wii U,,Sega,No,Sonic Lost World,,,E10+,Platform,,5.8,10/29/2013,Sonic Team,1,United States,Controller Game Pad,Blu-Ray Disc,Yes,1,Colored Snap Case,No,1,,$13.33 ,1/6/2019,Complete In Case,GameStop - University Heights,10086671063,1293460,1/6/2019 20:15,Collection
DS,"The Sonic the Hedgehog experience has always been a platform design that more focused on running blazingly fast through the environments. Sonic Rush adds a ”boost” element where players can now counterattack enemies waiting in off-screen blindspots. This boosting element is limited, and players will have to build up the power in order to use it, but when it’s in stock it becomes incredibly handy and almost necessary to utilize. The new design also introduces a very ”extreme games” style move system where players can pull off special moves to score additional points and to boost power. These moves can be pulled off with button and D-pad combinations while leaping in the air as well as grinding on some rails. And, of course, there’s the dual screen aspect. The development team use the two screens as one display to give more of a viewable area.",Sega,No,Sonic Rush,,,E,"Action, Side Scrolling",,9,11/15/2005,Sonic Team,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$7.00 ,$7.00 ,8/8/2011,Used,"Complete in Case
GameStop",10086670011,972195,1/3/2019 21:18,Collection
DS,,Sega,No,Sonic Rush Adventure,,,E,"Action, Side Scrolling",,8,1/1/2007,Sonic Team,2,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$17.99 ,$17.99 ,4/22/2012,Used,Complete in Case,10086670110,986840,1/3/2019 19:47,Collection
Sega Genesis,Complete in box,Sega,No,Sonic The Hedgehog,,,E,"Platform, Side Scrolling",,10,6/23/1991,Sonic Team,1,United States,Controller Game Pad,Cartridge,No,0,Thick Snap Case,No,1,,,,,,69044010093,926481,1/3/2019 15:05,Collection
Sega Genesis,"South Island has been peaceful since Dr. Robotnik’s defeat. Sonic, bored, decides to go on a journey in search of other adventures. Upon his return, he is shocked to find the island nearly abandoned. The only clue as to where all his friends might have disappeared to is a single note, written by his two-tailed fox buddy, Miles ”Tails” Prower. In the note, Tails explains that he’s been kidnapped by Dr. Robotnik and is being held in a place called Crystal Egg. The price for Tails’ safe return are the 6 Chaos Emeralds, to be delivered to 6 new boss robots. Thus, Sonic goes on a quest to find the Chaos Emeralds and rescue Tails.",Sega,,Sonic The Hedgehog 2,,,E,Platform,,,12/31/1969,Sonic Team/STI,2,United States,Touch Screen,Cartridge,No,0,Thick Snap Case,No,1,,,,,,nocode20110508201621456,983390,1/3/2019 15:05,Collection
Sega Genesis,"South Island has been peaceful since Dr. Robotnik’s defeat. Sonic, bored, decides to go on a journey in search of other adventures. Upon his return, he is shocked to find the island nearly abandoned. The only clue as to where all his friends might have disappeared to is a single note, written by his two-tailed fox buddy, Miles ”Tails” Prower. In the note, Tails explains that he’s been kidnapped by Dr. Robotnik and is being held in a place called Crystal Egg. The price for Tails’ safe return are the 6 Chaos Emeralds, to be delivered to 6 new boss robots. Thus, Sonic goes on a quest to find the Chaos Emeralds and rescue Tails.",Sega,No,Sonic The Hedgehog 2Not For Resale,,,E,Platform,,7.9,11/24/1992,Sonic Team/STI,2,United States,Controller Game Pad,Cartridge,No,0,Thick Snap Case,No,1,,,,,,10086010510,983372,1/3/2019 15:06,Collection
Sega Genesis,Complet,Sega,No,Sonic The Hedgehog 3,,,E,"Adventure, Side Scrolling",,9.6,12/31/2000,Sonic Team,2,United States,Controller Game Pad,Cartridge,No,1,Cardboard Box,No,1,,,,,,96427010951,1032837,1/3/2019 15:06,Collection
Sega Genesis,Complet,Sega,No,Sonic The Hedgehog 3,,,E,"Adventure, Side Scrolling",,9,9/11/2007,Sonic Team,2,United States,Controller Game Pad,Cartridge,No,0,Thick Snap Case,No,1,,,,,,10086010794,1332113,1/3/2019 15:06,Collection
Sega Genesis,Cartridge only,Sega,No,Sonic The Hedgehog Spinball,,,E,Action,,7.5,11/23/1993,Polygames/Sega Technical Institute,4,United States,Controller Game Pad,Cartridge,No,0,Thick Snap Case,No,1,,,,,,10086015379,967707,1/3/2019 15:06,Collection
Sega Genesis,Extremely slow loadings screens make for a terrible experience.,Sega,No,Sonic The HedgehogNot For Resale,,,E,"Platform, Side Scrolling",,8,6/23/1991,Sonic Team,1,United States,Controller Game Pad,Cartridge,No,0,Thick Snap Case,No,1,,,,,,10086010091,1532305,1/3/2019 15:06,Collection
Wii,105,Sega,No,Sonic Unleashed,,,E10+,"Action, Platform",,8,11/18/2008,Sonic Team,1,United States,Motion Sensing Remote,DVD,No,1,Snap Case,No,1,$11.99 ,$11.99 ,8/4/2013,,,10086650174,945115,1/3/2019 15:07,Collection
Wii,"Sonic and the Secret Rings (ソニックと秘密のリング Sonikku to Himitsu no Ringu?) is a video game developed by Sonic Team and published by Sega as part of the Sonic the Hedgehog series. It was released exclusively for the Wii on February 20, 2007 in North America; March 2 in Europe; and March 15 in Japan. It is the first Sonic game for the console, released in place of an aborted attempt to port Sonic the Hedgehog. Secret Rings is a three-dimensional platform and action game whose plot follows the series’ main character, Sonic the Hedgehog, on a quest to stop an evil genie named the Erazor Djinn. In addition to the basic platforming gameplay of previous Sonic titles, Secret Rings uses a system of experience points and levels, as well as special moves that are unlocked via leveling up.

Producer Yojiro Ogawa conceived the game to tap into the Wii Remote’s capabilities. He chose the theme of Arabian Nights, using many elements of the stories in the game’s setting, characters, and Middle Eastern-influenced music. Sega changed the title of the game several times, settling on Sonic and the Secret Rings to tie in the theme of Arabian Nights. Upon release, Secret Rings was generally well-received, contrasted with its predecessors as ”definitely on the mend”.[1] Reviewers praised its visuals but criticized its controls and inconsistent difficulty. It sold 83,000 copies in its first month and continued to chart throughout the year. Sega released a sequel in March 2009, Sonic and the Black Knight; the two form what is known as the Storybook series.",Sega,No,Sonic and the Secret Rings,,,E,"Adventure, Platform",,7,2/20/2007,Sonic Team,4,United States,Motion Sensing Remote,DVD,No,1,Snap Case,No,1,$16.19 ,$16.19 ,7/29/2013,,,10086650020,1224432,1/3/2019 15:06,Collection
Xbox 360,"49 Titles Including;
Alex Kidd in The Enchanted 
 Castle
Alien Storm
Alien Syndrome
Altered Beast
Altered Beast Arcade
Beyond Oasis
Bonanza Bros.
Columns
Comix Zone
Congo Bongo
Decap Attack Starring Chuck D. 
 Head
Dr. Robotnik’s Mean Bean 
 Machine
Dynamite Headdy
Ecco The Dolphin 
Ecco: The Tides of Time 
E-SWAT
Fantasy Zone
Fatal Labryinth
Flicky
Gain Ground
Golden Axe
Golden Axe II
Golden Axe III
Golden Axe Warrior 
Kid Chameleon
Phantasy Star
Phantasy Star II
Phantasy Star III: Generations 
 of Doom
Phantasy Star IV: The End of 
 The Millennium
Ristar
Shining Force
Shining Force 2
Shining in The Darkness
Shinobi
Shinobi III: Return of The Ninja
 Master
Sonic The Hedgehog
Sonic The Hedgehog 2
Sonic 3
Sonic 3D Blast
Sonic & Knuckles
Sonic Spinball
Space Harrier
Streets of Rage
Streets of Rage 2
Streets of Rage 3
Super Thunder Blade
Vectorman
Vectorman 2
Zaxxon",Sega,No,Sonic’s Ultimate Genesis Collection,,,E10+,"Platform, Compilation",,9,2/10/2009,Sega,2,United States,Controller Game Pad,DVD,No,1,Colored Snap Case,No,1,$26.00 ,$26.00 ,3/17/2013,,,10086680348,1066743,1/3/2019 15:06,Collection
DS,,Disney Interactive Studios,,Sonny With A Chance,,,E,Compilation,,,12/31/1969,,,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$5.00 ,$5.00 ,4/14/2012,Sealed In Case,???,7.13E+11,1203820,1/3/2019 15:06,Collection
DS,"Using your stylus, save lost spirits by steering them to safety.",Eidos Interactive,,Soul Bubbles,,,E,"Action, Puzzle",,8,9/17/2008,Mekensleep Touch SARL,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$4.72 ,$4.72 ,5/23/2013,Complete In Case,Amazon,7.89E+11,998053,1/3/2019 21:18,Collection
Gamecube,"Transcending Historyand the World, A Tale of Souls and Swords Eternally Retold.

Four years have passed since the spirit sword, Soul Calibur, defeatedthe evil Soul Edge. At the end of that fateful battle, the shards of the shattered Soul Edge were scattered across the world and Soul Calibur was lost to the void. Now, the evil that still residesin the scattered shards of Soul Edge threatens again to engulf the world in darkness.",Namco,No,Soul Calibur II,,,T,Fighting,,9.2,8/27/2003,Project Soul,2,United States,Controller Game Pad,Game Cube Disc,No,1,Snap Case,No,1,,,,,,7.23E+11,1061631,1/3/2019 15:06,Collection
DS,,Taito,,Space Bust-A-Move,,,E,Puzzle,,7.8,12/31/1969,Taito Corporation,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,$7.95 ,$7.95 ,6/17/2018,Used,"Complete in Case
eBay",6.62E+11,1005621,1/3/2019 15:07,Collection
DS,,Activision,No,Space Camp,,,E,"Action, Adventure, Educational",,,5/26/2009,,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$3.47 ,1/24/2020,Used,"Complete in Case
Lukie Games",47875758858,1008061,2/12/2020 14:49,Collection
Wii,Wii Remote,Activision,,Space Camp,,,E,"Action, Adventure, Educational",,0,12/31/2000,Activision,4,United States,Motion Sensing Remote,DVD,No,1,Snap Case,No,1,$2.39 ,$2.39 ,6/4/2018,Complete In Case,GameStop - University Heights,47875758896,1008062,1/3/2019 15:07,Collection
DS,,Brash,No,Space Chimps,,,E,"Action, Adventure, Platform",,,7/15/2008,,2,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$7.99 ,12/30/2019,Complete In Case,Game Over - I-35,8.90E+11,922449,1/30/2020 21:16,Collection
Sega Master System,,Sega,,Space Harrier,,,E,"Action, Fantasy",,,12/12/1986,Sega,1,United States,Controller Game Pad,Cartridge,No,1,Thick Snap Case,No,1,,,,,,10086070019,1011403,1/3/2019 15:06,Collection
DS,DLC Purchased:,Square Enix,No,Space Invaders Extreme,,,E,Top Down Shooter,,9,6/17/2008,Taito Corporation,4,United States,Handheld Console,Cartridge,,1,Snap Case,,1,,$11.97 ,3/10/2021,Used,"Complete in Case
Lukie Games",6.62E+11,951732,6/5/2021 17:18,Collection
DS,Arcade shooter,Square Enix,,Space Invaders: Extreme 2,,,E,Top Down Shooter,,8,12/31/1969,Square Enix,2,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$5.00 ,$5.00 ,4/13/2012,Used,Complete in Case,6.62E+11,1107358,1/3/2019 21:18,Collection
DS,,Mastiff,,Space Invaders: Revolution,,,E,Top Down Shooter,,5,12/31/1969,,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,,,,Used,Complete in Case,8.59E+11,1114235,1/3/2019 15:07,Collection
DS,Help u learn Spanish,Activision,,Spanish For Everyone,,,E,Educational,,,12/14/2007,Activision,,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$5.99 ,$5.99 ,8/4/2013,Used,Complete in Case,47875755031,1009228,1/3/2019 15:07,Collection
Xbox 360,Complete,Atlus,No,Spectral Force 3,,,T,Role Playing Game,,4.9,7/29/2008,Idea Factory,1,United States,Controller Game Pad,DVD,No,1,Colored Snap Case,No,1,$6.29 ,$6.29 ,6/15/2013,,,7.31E+11,957284,1/3/2019 15:06,Collection
DS,,Ignition Entertainment,No,Spectral Force Genesis,,,T,"Role Playing Game, Strategy",,8.5,5/16/2010,Idea Factory,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,,,,Used,Complete in Case,8.93E+11,1095185,1/3/2019 21:18,Collection
DS,,Disney Interactive Studios,No,Spectrobes,,,E,"Adventure, Role Playing Game",,7,3/13/2007,Jupiter,12,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$9.99 ,$9.99 ,8/8/2011,Used,Complete in Case,7.13E+11,1001052,1/3/2019 21:23,Collection
DS,Second in the spectrobe series,Disney Interactive Studios,,Spectrobes: Beyond The Portals,,,E10+,Adventure,,8,10/7/2008,Disney Interactive Studios,4,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$4.49 ,$4.49 ,4/12/2012,Used,Complete in Case,7.13E+11,945618,1/3/2019 19:47,Collection
DS,,WB Games,No,Speed Racer The Videogame,,,E,Racing,,8,12/31/2000,Virtuous,6,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$6.40 ,3/30/2020,Used,"Complete in Case
eBay",8.84E+11,1139271,4/11/2020 20:54,Collection
DS,,Crave Entertainment,No,Spelling Challenges,,,E,,,,,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$7.00 ,1/5/2020,Used,"Complete in Case
eBay",6.50E+11,1716284,2/1/2020 17:33,Collection
DS,,Activision,No,Spider-Man 2,,,E,"Action, Adventure, Fighting, Sandbox",,,10/16/2004,Vicarious Visions,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$7.99 ,12/30/2019,Complete In Case,Game Over - 410,47875808430,1212863,2/1/2020 21:32,Collection
DS,"Every Hero has adark side....Unleash it!

In a world with spiderman,he was an ordinary teen kinda.he faces new goblin,venom, and sandman.go out there and Fight like a Man!!!!!!!",Activision Blizzard,No,Spider-Man 3,,,E10+,"Action, Adventure",,,12/31/1969,Activision,2,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$10.97 ,1/24/2020,Used,"Complete in Case
Lukie Games",47875819412,944741,2/12/2020 16:04,Collection
DS,,Activision Blizzard,No,Spider-Man: Battle For New York,,,E10+,"Action, Adventure",,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,,1,,$12.97 ,3/10/2021,Used,"Complete in Case
Lukie Games",47875816572,1133896,6/5/2021 17:17,Collection
DS,"2099, A chaotic, dystopian future results from the untimely death of Spider-Man. Fight across the span of a century to save the world-- and Spider-Man himself-- in this thrilling race against time!",Activision,No,Spider-Man: Edge of Time,,,E10+,"Action, Adventure",,,10/4/2011,Beenox,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$8.47 ,9/28/2020,Complete In Case,Lukie Games,47875841307,1154336,10/3/2020 21:34,Collection
DS,,Activision Blizzard,No,Spider-Man: Friend or Foe,,,,"Action, Adventure",,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$9.47 ,2/17/2020,Used,"Complete in Case
Lukie Games",47875830776,944700,3/1/2020 20:02,Collection
DS,"As Spider-Man, it is up to you to restore the shattered fabric of reality by traveling across four distinct parallel worlds.",Activision,No,Spider-Man: Shattered Dimensions,,,E10+,"Action, Adventure, Platform, Stealth",,8,9/7/2010,Activision Blizzard,2-Jan,United States,Handheld Console,Cartridge,,,Snap Case,,1,,$15.47 ,7/25/2021,Complete In Case,"Case in poor condition
Lukie Games",47875839694,1024819,7/29/2021 19:18,Collection
DS,"How far will you go to save New York?

A deadly symbiote invasion is devastating New York City—consuming buildings, infecting citizens and wreaking complete havoc.

Fight on the ground, up walls and into the air in an all-new, fluid combat system.

Side with heroes or villains depending on your actions.

Switch freely between red suit and black suit, each with its own unique fighting style.",Activision,No,Spider-Man: Web of Shadows,,,E10+,"Action, Adventure",,,,Activision Blizzard,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$14.99 ,1/25/2020,Complete In Case,GameStop - Online,47875832954,909728,2/2/2020 20:58,Collection
NES,Cartridge Only,LJN,,Spiderman Return Of The Sinister Six,,,E,Platform,,6.7,11/23/1992,LJN,1,United States,Controller Game Pad,Cartridge,No,0,Box Set,No,1,,,,,,23582051888,1112455,1/3/2019 15:06,Collection
3DS,Open,Nintendo,Yes,Spirit Camera: The Cursed Memoir,,,T,Horror,,5.5,4/13/2012,Nintendo,1,United States,Handheld Console,Cartridge,No,1,Snap Case,No,1,$20.00 ,$20.00 ,8/23/2012,,,45496741969,1252124,1/3/2019 23:06,Collection
DS,,Destineer,No,Spitfire Heroes: Tales of the Royal Air Force,,,,Flight Simulator,,5.5,3/5/2008,Big John Games,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$14.00 ,1/1/2020,Used,"Complete in Case
eBay",8.28E+11,1470304,1/20/2020 22:42,Collection
Wii U,,Nintendo,No,Splatoon,,,E10+,Third Person Shooter,,7.9,5/29/2015,Nintendo,2-Jan,United States,Controller Game Pad,Blu-Ray Disc,,1,Colored Snap Case,No,1,,$0.00 ,12/28/2019,Complete In Case,GameStop - Blanco,45496903527,1370028,3/2/2020 12:49,Collection
Xbox 360,"Follow Rick and his mysterious Terror Mask as he unmercifully tears, cuts and beats his way through denizens of unearthly creatures in an epic adventure to rescue his girlfriend from the clutches of deranged occult figure Dr. West. Embodying the unfiltered, primal aggression of its namesake, Splatterhouse combines visceral, adrenaline-soaked combat with horror elements to deliver an original gaming experience that defies the boundaries of the traditional action category with over the-top gore and shocking new gameplay mechanics.",Namco,,Splatterhouse,,,M,"Action, Horror",,4,12/31/1969,Namco Bandai,1,United States,Controller Game Pad,DVD,No,1,Colored Snap Case,No,1,$8.99 ,$8.99 ,8/4/2013,,,7.23E+11,1038884,1/3/2019 15:06,Collection
3DS,,Activision,No,SpongeBob HeroPants,,,E,,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,,1,,,,Complete In Case,???,47875770515,1436711,6/7/2021 21:58,Collection
3DS,Missing Manual,Activision,Yes,SpongeBob SquarePants: Plankton’s Robotic Revenge,,,E10+,Platform,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,,,Complete In Case - Burn On Case,???,47875767522,1326061,1/3/2019 15:07,Collection
DS,,THQ,No,SpongeBob SquarePants: The Yellow Avenger,,,E,Action,,,12/31/1969,Nick Games,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$7.47 ,1/24/2020,Used,"Complete in Case
Lukie Games",7.85E+11,1218838,2/12/2020 14:44,Collection
DS,,Play THQ,No,SpongeBob The Big One: Beach PartyCook-Off,,,E,,,,2/15/2020,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$6.97 ,1/24/2020,Used,"Complete in Case
Lukie Games",7.85E+11,1710059,2/15/2020 17:29,Collection
DS,"SpongeBob’s Boating Bash is a racing game made by Play THQ based on the TV series SpongeBob SquarePants. It features SpongeBob SquarePants characters and is the first SpongeBob racing game since Nicktoons Racing, and it is also the first SpongeBob game released by Firebrand Games for the Nintendo DS and ImPulse Games for the Wii. It is compatible with the Wii Wheel. The game features more than 100 different options to customize a boat, and features 4 player mode. Even though this is the racing genre, this game is more of a demolition derby.

Plot

At Mrs. Puff’s Boating School, it’s the last test of the year and SpongeBob fails it. Later, a man named Seamour Scales finds SpongeBob, and tricks him into his ”D.R.I.V.E.” (Destruction, Recklessness, Impairment, Velocity, Escape) classes. As you progress through the game, the player unlocks more people to sign up. After the final exams, SpongeBob gets his licence. But Mrs. Puff informs him it’s not real. Then, SpongeBob sees Seamour going into a truck, realizing that it was a scam. This leads to a final battle, in vehicles, which SpongeBob wins. He then decides to go to Mrs. Puff’s Boating School next year.

Playable characters:

SpongeBob SquarePants
Patrick Star
Squidward Tentacles (Unlockable, $25)
Sandy Cheeks
Mr. Krabs (Unlockable, $100)
Plankton (Unlockable, $250)
Mermaid Man & Barnacle Boy (Unlockable, $1000)
Seymour Scales (Unlockable, The Chase)",THQ,No,Spongebob Squarepants: Boating Bash,,,E,Racing,,8.8,3/2/2010,"Firebrand Games, LLC",4-Jan,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$6.47 ,1/24/2020,Used,"Complete in Case
Lukie Games",7.85E+11,1149338,2/12/2020 14:49,Collection
DS,"Sure enough we all hold a soft spot for the cutesy Spongebob (and if not, why not?) nice levels and playable but the graphics are certainly a stumbling block that is tough to ignore. Good Spongebob, but could do better!!",Blitz Games,No,Spongebob Squarepants: Creature From the Krusty Krab,,,E,Platform,,4.5,10/17/2006,THQ,2-Jan,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$7.99 ,1/1/2020,Used,"Complete in Case
eBay",7.85E+11,946121,2/1/2020 15:42,Collection
